game_pk,game_date,home_team,away_team,home_moneyline,away_moneyline,source_url
823310,2026-04-28,San Diego Padres,Chicago Cubs,-101,-118,https://fantasydata.com/mlb/chicago-cubs-odds
823390,2026-04-28,Pittsburgh Pirates,St. Louis Cardinals,-164,137,https://fantasydata.com/mlb/pittsburgh-pirates-odds
823473,2026-04-28,Philadelphia Phillies,San Francisco Giants,-158,133,https://fantasydata.com/mlb/philadelphia-phillies-odds
823636,2026-04-28,New York Mets,Washington Nationals,-182,150,https://fantasydata.com/mlb/new-york-mets-odds
823716,2026-04-28,Minnesota Twins,Seattle Mariners,109,-129,https://fantasydata.com/mlb/minnesota-twins-odds
823798,2026-04-28,Milwaukee Brewers,Arizona Diamondbacks,-131,112,https://fantasydata.com/mlb/arizona-diamondbacks-odds
823956,2026-04-28,Los Angeles Dodgers,Miami Marlins,-292,238,https://fantasydata.com/mlb/los-angeles-dodgers-odds
824447,2026-04-28,Cleveland Guardians,Tampa Bay Rays,-131,110,https://fantasydata.com/mlb/cleveland-guardians-odds
824526,2026-04-28,Cincinnati Reds,Colorado Rockies,-202,169,https://fantasydata.com/mlb/cincinnati-reds-odds
824610,2026-04-28,Chicago White Sox,Los Angeles Angels,109,-130,https://fantasydata.com/mlb/chicago-white-sox-odds
824849,2026-04-28,Baltimore Orioles,Houston Astros,-133,112,https://fantasydata.com/mlb/baltimore-orioles-odds
824931,2026-04-28,Atlanta Braves,Detroit Tigers,-126,108,https://fantasydata.com/mlb/atlanta-braves-odds
825017,2026-04-28,Athletics,Kansas City Royals,-108,-110,https://fantasydata.com/mlb/athletics-odds
822821,2026-04-29,Toronto Blue Jays,Boston Red Sox,-116,-104,https://fantasydata.com/mlb/boston-red-sox-odds
822907,2026-04-29,Texas Rangers,New York Yankees,-102,-117,https://fantasydata.com/mlb/new-york-yankees-odds
823312,2026-04-29,San Diego Padres,Chicago Cubs,-116,-103,https://fantasydata.com/mlb/chicago-cubs-odds
823392,2026-04-29,Pittsburgh Pirates,St. Louis Cardinals,-131,111,https://fantasydata.com/mlb/pittsburgh-pirates-odds
823633,2026-04-29,New York Mets,Washington Nationals,-159,134,https://fantasydata.com/mlb/new-york-mets-odds
823717,2026-04-29,Minnesota Twins,Seattle Mariners,116,-138,https://fantasydata.com/mlb/minnesota-twins-odds
823796,2026-04-29,Milwaukee Brewers,Arizona Diamondbacks,-129,109,https://fantasydata.com/mlb/arizona-diamondbacks-odds
823958,2026-04-29,Los Angeles Dodgers,Miami Marlins,-251,206,https://fantasydata.com/mlb/los-angeles-dodgers-odds
824445,2026-04-29,Cleveland Guardians,Tampa Bay Rays,-117,-103,https://fantasydata.com/mlb/cleveland-guardians-odds
824525,2026-04-29,Cincinnati Reds,Colorado Rockies,-153,130,https://fantasydata.com/mlb/cincinnati-reds-odds
824608,2026-04-29,Chicago White Sox,Los Angeles Angels,-101,-117,https://fantasydata.com/mlb/chicago-white-sox-odds
824930,2026-04-29,Atlanta Braves,Detroit Tigers,116,-138,https://fantasydata.com/mlb/atlanta-braves-odds
825015,2026-04-29,Athletics,Kansas City Royals,-120,101,https://fantasydata.com/mlb/athletics-odds
823391,2026-04-30,Pittsburgh Pirates,St. Louis Cardinals,-244,202,https://fantasydata.com/mlb/pittsburgh-pirates-odds
823471,2026-04-30,Philadelphia Phillies,San Francisco Giants,-141,118,https://fantasydata.com/mlb/philadelphia-phillies-odds
823472,2026-04-30,Philadelphia Phillies,San Francisco Giants,-151,127,https://fantasydata.com/mlb/philadelphia-phillies-odds
823634,2026-04-30,New York Mets,Washington Nationals,-192,159,https://fantasydata.com/mlb/new-york-mets-odds
823714,2026-04-30,Minnesota Twins,Toronto Blue Jays,113,-132,https://fantasydata.com/mlb/minnesota-twins-odds
823795,2026-04-30,Milwaukee Brewers,Arizona Diamondbacks,-128,109,https://fantasydata.com/mlb/arizona-diamondbacks-odds
824524,2026-04-30,Cincinnati Reds,Colorado Rockies,-167,140,https://fantasydata.com/mlb/cincinnati-reds-odds
824848,2026-04-30,Baltimore Orioles,Houston Astros,-131,110,https://fantasydata.com/mlb/baltimore-orioles-odds
824850,2026-04-30,Baltimore Orioles,Houston Astros,-146,123,https://fantasydata.com/mlb/baltimore-orioles-odds
824929,2026-04-30,Atlanta Braves,Detroit Tigers,-127,107,https://fantasydata.com/mlb/atlanta-braves-odds
825016,2026-04-30,Athletics,Kansas City Royals,-124,105,https://fantasydata.com/mlb/athletics-odds
822744,2026-05-01,Washington Nationals,Milwaukee Brewers,133,-158,https://fantasydata.com/mlb/milwaukee-brewers-odds
822990,2026-05-01,Tampa Bay Rays,San Francisco Giants,-136,115,https://fantasydata.com/mlb/san-francisco-giants-odds
823066,2026-05-01,St. Louis Cardinals,Los Angeles Dodgers,151,-180,https://fantasydata.com/mlb/los-angeles-dodgers-odds
823146,2026-05-01,Seattle Mariners,Kansas City Royals,-139,117,https://fantasydata.com/mlb/kansas-city-royals-odds
823309,2026-05-01,San Diego Padres,Chicago White Sox,-146,123,https://fantasydata.com/mlb/chicago-white-sox-odds
823389,2026-05-01,Pittsburgh Pirates,Cincinnati Reds,-137,115,https://fantasydata.com/mlb/cincinnati-reds-odds
823557,2026-05-01,New York Yankees,Baltimore Orioles,-186,155,https://fantasydata.com/mlb/baltimore-orioles-odds
823713,2026-05-01,Minnesota Twins,Toronto Blue Jays,-111,-108,https://fantasydata.com/mlb/minnesota-twins-odds
823877,2026-05-01,Miami Marlins,Philadelphia Phillies,-104,-114,https://fantasydata.com/mlb/miami-marlins-odds
824041,2026-05-01,Los Angeles Angels,New York Mets,-106,-112,https://fantasydata.com/mlb/los-angeles-angels-odds
824287,2026-05-01,Detroit Tigers,Texas Rangers,-114,-104,https://fantasydata.com/mlb/detroit-tigers-odds
824366,2026-05-01,Colorado Rockies,Atlanta Braves,148,-177,https://fantasydata.com/mlb/atlanta-braves-odds
824686,2026-05-01,Chicago Cubs,Arizona Diamondbacks,-151,127,https://fantasydata.com/mlb/arizona-diamondbacks-odds
824772,2026-05-01,Boston Red Sox,Houston Astros,-123,103,https://fantasydata.com/mlb/boston-red-sox-odds
825012,2026-05-01,Athletics,Cleveland Guardians,-102,-117,https://fantasydata.com/mlb/athletics-odds
822746,2026-05-02,Washington Nationals,Milwaukee Brewers,110,-130,https://fantasydata.com/mlb/milwaukee-brewers-odds
822988,2026-05-02,Tampa Bay Rays,San Francisco Giants,-102,-116,https://fantasydata.com/mlb/san-francisco-giants-odds
823067,2026-05-02,St. Louis Cardinals,Los Angeles Dodgers,115,-136,https://fantasydata.com/mlb/los-angeles-dodgers-odds
823144,2026-05-02,Seattle Mariners,Kansas City Royals,-143,120,https://fantasydata.com/mlb/kansas-city-royals-odds
823308,2026-05-02,San Diego Padres,Chicago White Sox,-187,155,https://fantasydata.com/mlb/chicago-white-sox-odds
823388,2026-05-02,Pittsburgh Pirates,Cincinnati Reds,-137,116,https://fantasydata.com/mlb/cincinnati-reds-odds
823554,2026-05-02,New York Yankees,Baltimore Orioles,-169,142,https://fantasydata.com/mlb/baltimore-orioles-odds
823715,2026-05-02,Minnesota Twins,Toronto Blue Jays,117,-138,https://fantasydata.com/mlb/minnesota-twins-odds
823876,2026-05-02,Miami Marlins,Philadelphia Phillies,-132,111,https://fantasydata.com/mlb/miami-marlins-odds
824042,2026-05-02,Los Angeles Angels,New York Mets,102,-121,https://fantasydata.com/mlb/los-angeles-angels-odds
824284,2026-05-02,Detroit Tigers,Texas Rangers,-131,110,https://fantasydata.com/mlb/detroit-tigers-odds
824365,2026-05-02,Colorado Rockies,Atlanta Braves,183,-220,https://fantasydata.com/mlb/atlanta-braves-odds
824685,2026-05-02,Chicago Cubs,Arizona Diamondbacks,-168,141,https://fantasydata.com/mlb/arizona-diamondbacks-odds
824771,2026-05-02,Boston Red Sox,Houston Astros,-139,117,https://fantasydata.com/mlb/boston-red-sox-odds
825014,2026-05-02,Athletics,Cleveland Guardians,-136,116,https://fantasydata.com/mlb/athletics-odds
822742,2026-05-03,Washington Nationals,Milwaukee Brewers,121,-143,https://fantasydata.com/mlb/milwaukee-brewers-odds
822987,2026-05-03,Tampa Bay Rays,San Francisco Giants,-120,101,https://fantasydata.com/mlb/san-francisco-giants-odds
823065,2026-05-03,St. Louis Cardinals,Los Angeles Dodgers,119,-141,https://fantasydata.com/mlb/los-angeles-dodgers-odds
823145,2026-05-03,Seattle Mariners,Kansas City Royals,-112,-106,https://fantasydata.com/mlb/kansas-city-royals-odds
823307,2026-05-03,San Diego Padres,Chicago White Sox,-168,140,https://fantasydata.com/mlb/chicago-white-sox-odds
823387,2026-05-03,Pittsburgh Pirates,Cincinnati Reds,-119,100,https://fantasydata.com/mlb/cincinnati-reds-odds
823555,2026-05-03,New York Yankees,Baltimore Orioles,-297,238,https://fantasydata.com/mlb/baltimore-orioles-odds
823711,2026-05-03,Minnesota Twins,Toronto Blue Jays,-109,-109,https://fantasydata.com/mlb/minnesota-twins-odds
823875,2026-05-03,Miami Marlins,Philadelphia Phillies,121,-143,https://fantasydata.com/mlb/miami-marlins-odds
824043,2026-05-03,Los Angeles Angels,New York Mets,111,-132,https://fantasydata.com/mlb/los-angeles-angels-odds
824285,2026-05-03,Detroit Tigers,Texas Rangers,-126,107,https://fantasydata.com/mlb/detroit-tigers-odds
824364,2026-05-03,Colorado Rockies,Atlanta Braves,121,-144,https://fantasydata.com/mlb/atlanta-braves-odds
824687,2026-05-03,Chicago Cubs,Arizona Diamondbacks,-156,132,https://fantasydata.com/mlb/arizona-diamondbacks-odds
824769,2026-05-03,Boston Red Sox,Houston Astros,-172,145,https://fantasydata.com/mlb/boston-red-sox-odds
825013,2026-05-03,Athletics,Cleveland Guardians,110,-131,https://fantasydata.com/mlb/athletics-odds
822984,2026-05-04,Tampa Bay Rays,Toronto Blue Jays,-128,108,https://fantasydata.com/mlb/tampa-bay-rays-odds
823064,2026-05-04,St. Louis Cardinals,Milwaukee Brewers,107,-127,https://fantasydata.com/mlb/milwaukee-brewers-odds
823143,2026-05-04,Seattle Mariners,Atlanta Braves,-139,117,https://fantasydata.com/mlb/atlanta-braves-odds
823228,2026-05-04,San Francisco Giants,San Diego Padres,111,-132,https://fantasydata.com/mlb/san-diego-padres-odds
823552,2026-05-04,New York Yankees,Baltimore Orioles,-224,185,https://fantasydata.com/mlb/baltimore-orioles-odds
823874,2026-05-04,Miami Marlins,Philadelphia Phillies,-112,-106,https://fantasydata.com/mlb/miami-marlins-odds
824039,2026-05-04,Los Angeles Angels,Chicago White Sox,-155,132,https://fantasydata.com/mlb/chicago-white-sox-odds
824120,2026-05-04,Kansas City Royals,Cleveland Guardians,-118,-101,https://fantasydata.com/mlb/cleveland-guardians-odds
824201,2026-05-04,Houston Astros,Los Angeles Dodgers,168,-202,https://fantasydata.com/mlb/houston-astros-odds
824283,2026-05-04,Detroit Tigers,Boston Red Sox,102,-121,https://fantasydata.com/mlb/boston-red-sox-odds
824363,2026-05-04,Colorado Rockies,New York Mets,122,-144,https://fantasydata.com/mlb/colorado-rockies-odds
824684,2026-05-04,Chicago Cubs,Cincinnati Reds,-215,180,https://fantasydata.com/mlb/chicago-cubs-odds
822743,2026-05-05,Washington Nationals,Minnesota Twins,-101,-118,https://fantasydata.com/mlb/minnesota-twins-odds
822986,2026-05-05,Tampa Bay Rays,Toronto Blue Jays,-125,105,https://fantasydata.com/mlb/tampa-bay-rays-odds
823142,2026-05-05,Seattle Mariners,Atlanta Braves,-134,112,https://fantasydata.com/mlb/atlanta-braves-odds
823227,2026-05-05,San Francisco Giants,San Diego Padres,-147,122,https://fantasydata.com/mlb/san-diego-padres-odds
823469,2026-05-05,Philadelphia Phillies,Athletics,-205,172,https://fantasydata.com/mlb/athletics-odds
823553,2026-05-05,New York Yankees,Texas Rangers,-130,111,https://fantasydata.com/mlb/new-york-yankees-odds
823873,2026-05-05,Miami Marlins,Baltimore Orioles,-144,120,https://fantasydata.com/mlb/baltimore-orioles-odds
824040,2026-05-05,Los Angeles Angels,Chicago White Sox,-117,-104,https://fantasydata.com/mlb/chicago-white-sox-odds
824119,2026-05-05,Kansas City Royals,Cleveland Guardians,100,-119,https://fantasydata.com/mlb/cleveland-guardians-odds
824200,2026-05-05,Houston Astros,Los Angeles Dodgers,181,-217,https://fantasydata.com/mlb/houston-astros-odds
824281,2026-05-05,Detroit Tigers,Boston Red Sox,-153,129,https://fantasydata.com/mlb/boston-red-sox-odds
824682,2026-05-05,Chicago Cubs,Cincinnati Reds,-171,143,https://fantasydata.com/mlb/chicago-cubs-odds
825092,2026-05-05,Arizona Diamondbacks,Pittsburgh Pirates,-133,111,https://fantasydata.com/mlb/arizona-diamondbacks-odds
822740,2026-05-06,Washington Nationals,Minnesota Twins,105,-124,https://fantasydata.com/mlb/minnesota-twins-odds
822985,2026-05-06,Tampa Bay Rays,Toronto Blue Jays,-138,117,https://fantasydata.com/mlb/tampa-bay-rays-odds
823063,2026-05-06,St. Louis Cardinals,Milwaukee Brewers,-106,-112,https://fantasydata.com/mlb/milwaukee-brewers-odds
823141,2026-05-06,Seattle Mariners,Atlanta Braves,-133,113,https://fantasydata.com/mlb/atlanta-braves-odds
823226,2026-05-06,San Francisco Giants,San Diego Padres,-112,-107,https://fantasydata.com/mlb/san-diego-padres-odds
823470,2026-05-06,Philadelphia Phillies,Athletics,-170,142,https://fantasydata.com/mlb/athletics-odds
823550,2026-05-06,New York Yankees,Texas Rangers,-178,147,https://fantasydata.com/mlb/new-york-yankees-odds
823872,2026-05-06,Miami Marlins,Baltimore Orioles,-131,111,https://fantasydata.com/mlb/baltimore-orioles-odds
824036,2026-05-06,Los Angeles Angels,Chicago White Sox,-106,-113,https://fantasydata.com/mlb/chicago-white-sox-odds
824118,2026-05-06,Kansas City Royals,Cleveland Guardians,-140,117,https://fantasydata.com/mlb/cleveland-guardians-odds
824198,2026-05-06,Houston Astros,Los Angeles Dodgers,182,-218,https://fantasydata.com/mlb/houston-astros-odds
824282,2026-05-06,Detroit Tigers,Boston Red Sox,-109,-110,https://fantasydata.com/mlb/boston-red-sox-odds
824361,2026-05-06,Colorado Rockies,New York Mets,132,-158,https://fantasydata.com/mlb/colorado-rockies-odds
824683,2026-05-06,Chicago Cubs,Cincinnati Reds,-170,142,https://fantasydata.com/mlb/chicago-cubs-odds
825091,2026-05-06,Arizona Diamondbacks,Pittsburgh Pirates,110,-130,https://fantasydata.com/mlb/arizona-diamondbacks-odds
822741,2026-05-07,Washington Nationals,Minnesota Twins,-124,104,https://fantasydata.com/mlb/minnesota-twins-odds
823306,2026-05-07,San Diego Padres,St. Louis Cardinals,-170,142,https://fantasydata.com/mlb/san-diego-padres-odds
823467,2026-05-07,Philadelphia Phillies,Athletics,-131,110,https://fantasydata.com/mlb/athletics-odds
823551,2026-05-07,New York Yankees,Texas Rangers,-155,130,https://fantasydata.com/mlb/new-york-yankees-odds
823870,2026-05-07,Miami Marlins,Baltimore Orioles,-130,109,https://fantasydata.com/mlb/baltimore-orioles-odds
824117,2026-05-07,Kansas City Royals,Cleveland Guardians,-133,113,https://fantasydata.com/mlb/cleveland-guardians-odds
824362,2026-05-07,Colorado Rockies,New York Mets,122,-145,https://fantasydata.com/mlb/colorado-rockies-odds
824681,2026-05-07,Chicago Cubs,Cincinnati Reds,-200,166,https://fantasydata.com/mlb/chicago-cubs-odds
824767,2026-05-07,Boston Red Sox,Tampa Bay Rays,100,-119,https://fantasydata.com/mlb/boston-red-sox-odds
825090,2026-05-07,Arizona Diamondbacks,Pittsburgh Pirates,-113,-106,https://fantasydata.com/mlb/arizona-diamondbacks-odds
822822,2026-05-08,Toronto Blue Jays,Los Angeles Angels,-161,136,https://fantasydata.com/mlb/los-angeles-angels-odds
822904,2026-05-08,Texas Rangers,Chicago Cubs,111,-132,https://fantasydata.com/mlb/chicago-cubs-odds
823225,2026-05-08,San Francisco Giants,Pittsburgh Pirates,-112,-106,https://fantasydata.com/mlb/pittsburgh-pirates-odds
823303,2026-05-08,San Diego Padres,St. Louis Cardinals,-149,125,https://fantasydata.com/mlb/san-diego-padres-odds
823466,2026-05-08,Philadelphia Phillies,Colorado Rockies,-232,193,https://fantasydata.com/mlb/colorado-rockies-odds
823794,2026-05-08,Milwaukee Brewers,New York Yankees,103,-123,https://fantasydata.com/mlb/milwaukee-brewers-odds
823871,2026-05-08,Miami Marlins,Washington Nationals,-138,117,https://fantasydata.com/mlb/miami-marlins-odds
823957,2026-05-08,Los Angeles Dodgers,Atlanta Braves,-114,-104,https://fantasydata.com/mlb/atlanta-braves-odds
824116,2026-05-08,Kansas City Royals,Detroit Tigers,-150,126,https://fantasydata.com/mlb/detroit-tigers-odds
824443,2026-05-08,Cleveland Guardians,Minnesota Twins,-147,124,https://fantasydata.com/mlb/cleveland-guardians-odds
824522,2026-05-08,Cincinnati Reds,Houston Astros,-128,107,https://fantasydata.com/mlb/cincinnati-reds-odds
824607,2026-05-08,Chicago White Sox,Seattle Mariners,115,-137,https://fantasydata.com/mlb/chicago-white-sox-odds
824768,2026-05-08,Boston Red Sox,Tampa Bay Rays,-135,114,https://fantasydata.com/mlb/boston-red-sox-odds
824846,2026-05-08,Baltimore Orioles,Athletics,-133,113,https://fantasydata.com/mlb/athletics-odds
825088,2026-05-08,Arizona Diamondbacks,New York Mets,104,-124,https://fantasydata.com/mlb/arizona-diamondbacks-odds
822820,2026-05-09,Toronto Blue Jays,Los Angeles Angels,-181,151,https://fantasydata.com/mlb/los-angeles-angels-odds
822905,2026-05-09,Texas Rangers,Chicago Cubs,113,-133,https://fantasydata.com/mlb/chicago-cubs-odds
823224,2026-05-09,San Francisco Giants,Pittsburgh Pirates,-110,-109,https://fantasydata.com/mlb/pittsburgh-pirates-odds
823304,2026-05-09,San Diego Padres,St. Louis Cardinals,-144,120,https://fantasydata.com/mlb/san-diego-padres-odds
823468,2026-05-09,Philadelphia Phillies,Colorado Rockies,-191,160,https://fantasydata.com/mlb/colorado-rockies-odds
823792,2026-05-09,Milwaukee Brewers,New York Yankees,112,-133,https://fantasydata.com/mlb/milwaukee-brewers-odds
823869,2026-05-09,Miami Marlins,Washington Nationals,-159,135,https://fantasydata.com/mlb/miami-marlins-odds
823955,2026-05-09,Los Angeles Dodgers,Atlanta Braves,-185,154,https://fantasydata.com/mlb/atlanta-braves-odds
824115,2026-05-09,Kansas City Royals,Detroit Tigers,-135,113,https://fantasydata.com/mlb/detroit-tigers-odds
824444,2026-05-09,Cleveland Guardians,Minnesota Twins,-121,101,https://fantasydata.com/mlb/cleveland-guardians-odds
824523,2026-05-09,Cincinnati Reds,Houston Astros,-156,131,https://fantasydata.com/mlb/cincinnati-reds-odds
824606,2026-05-09,Chicago White Sox,Seattle Mariners,106,-125,https://fantasydata.com/mlb/chicago-white-sox-odds
824847,2026-05-09,Baltimore Orioles,Athletics,-122,103,https://fantasydata.com/mlb/athletics-odds
825089,2026-05-09,Arizona Diamondbacks,New York Mets,-111,-107,https://fantasydata.com/mlb/arizona-diamondbacks-odds
822819,2026-05-10,Toronto Blue Jays,Los Angeles Angels,-111,-107,https://fantasydata.com/mlb/los-angeles-angels-odds
822902,2026-05-10,Texas Rangers,Chicago Cubs,-123,104,https://fantasydata.com/mlb/chicago-cubs-odds
823221,2026-05-10,San Francisco Giants,Pittsburgh Pirates,-126,107,https://fantasydata.com/mlb/pittsburgh-pirates-odds
823305,2026-05-10,San Diego Padres,St. Louis Cardinals,-127,108,https://fantasydata.com/mlb/san-diego-padres-odds
823463,2026-05-10,Philadelphia Phillies,Colorado Rockies,-314,252,https://fantasydata.com/mlb/colorado-rockies-odds
823793,2026-05-10,Milwaukee Brewers,New York Yankees,-118,-102,https://fantasydata.com/mlb/milwaukee-brewers-odds
823868,2026-05-10,Miami Marlins,Washington Nationals,-132,112,https://fantasydata.com/mlb/miami-marlins-odds
823954,2026-05-10,Los Angeles Dodgers,Atlanta Braves,-144,121,https://fantasydata.com/mlb/atlanta-braves-odds
824113,2026-05-10,Kansas City Royals,Detroit Tigers,-131,110,https://fantasydata.com/mlb/detroit-tigers-odds
824440,2026-05-10,Cleveland Guardians,Minnesota Twins,-162,136,https://fantasydata.com/mlb/cleveland-guardians-odds
824520,2026-05-10,Cincinnati Reds,Houston Astros,-113,-105,https://fantasydata.com/mlb/cincinnati-reds-odds
824605,2026-05-10,Chicago White Sox,Seattle Mariners,115,-138,https://fantasydata.com/mlb/chicago-white-sox-odds
824765,2026-05-10,Boston Red Sox,Tampa Bay Rays,-152,129,https://fantasydata.com/mlb/boston-red-sox-odds
824845,2026-05-10,Baltimore Orioles,Athletics,-109,-108,https://fantasydata.com/mlb/athletics-odds
825085,2026-05-10,Arizona Diamondbacks,New York Mets,-115,-105,https://fantasydata.com/mlb/arizona-diamondbacks-odds
822818,2026-05-11,Toronto Blue Jays,Tampa Bay Rays,-125,105,https://fantasydata.com/mlb/tampa-bay-rays-odds
822901,2026-05-11,Texas Rangers,Arizona Diamondbacks,-110,-108,https://fantasydata.com/mlb/arizona-diamondbacks-odds
823953,2026-05-11,Los Angeles Dodgers,San Francisco Giants,-198,164,https://fantasydata.com/mlb/los-angeles-dodgers-odds
824199,2026-05-11,Houston Astros,Seattle Mariners,127,-150,https://fantasydata.com/mlb/houston-astros-odds
824441,2026-05-11,Cleveland Guardians,Los Angeles Angels,-171,143,https://fantasydata.com/mlb/cleveland-guardians-odds
824844,2026-05-11,Baltimore Orioles,New York Yankees,131,-155,https://fantasydata.com/mlb/baltimore-orioles-odds
822817,2026-05-12,Toronto Blue Jays,Tampa Bay Rays,-101,-117,https://fantasydata.com/mlb/tampa-bay-rays-odds
822903,2026-05-12,Texas Rangers,Arizona Diamondbacks,-123,104,https://fantasydata.com/mlb/arizona-diamondbacks-odds
823385,2026-05-12,Pittsburgh Pirates,Colorado Rockies,-300,244,https://fantasydata.com/mlb/colorado-rockies-odds
823632,2026-05-12,New York Mets,Detroit Tigers,-149,125,https://fantasydata.com/mlb/detroit-tigers-odds
823712,2026-05-12,Minnesota Twins,Miami Marlins,-112,-107,https://fantasydata.com/mlb/miami-marlins-odds
823790,2026-05-12,Milwaukee Brewers,San Diego Padres,-145,123,https://fantasydata.com/mlb/milwaukee-brewers-odds
823951,2026-05-12,Los Angeles Dodgers,San Francisco Giants,-334,265,https://fantasydata.com/mlb/los-angeles-dodgers-odds
824197,2026-05-12,Houston Astros,Seattle Mariners,163,-195,https://fantasydata.com/mlb/houston-astros-odds
824442,2026-05-12,Cleveland Guardians,Los Angeles Angels,-134,113,https://fantasydata.com/mlb/cleveland-guardians-odds
824521,2026-05-12,Cincinnati Reds,Washington Nationals,-139,117,https://fantasydata.com/mlb/cincinnati-reds-odds
824604,2026-05-12,Chicago White Sox,Kansas City Royals,-103,-116,https://fantasydata.com/mlb/chicago-white-sox-odds
824764,2026-05-12,Boston Red Sox,Philadelphia Phillies,120,-142,https://fantasydata.com/mlb/boston-red-sox-odds
824843,2026-05-12,Baltimore Orioles,New York Yankees,114,-135,https://fantasydata.com/mlb/baltimore-orioles-odds
824927,2026-05-12,Atlanta Braves,Chicago Cubs,-122,103,https://fantasydata.com/mlb/atlanta-braves-odds
825011,2026-05-12,Athletics,St. Louis Cardinals,-160,132,https://fantasydata.com/mlb/athletics-odds
822815,2026-05-13,Toronto Blue Jays,Tampa Bay Rays,-146,123,https://fantasydata.com/mlb/tampa-bay-rays-odds
822900,2026-05-13,Texas Rangers,Arizona Diamondbacks,-105,-113,https://fantasydata.com/mlb/arizona-diamondbacks-odds
823386,2026-05-13,Pittsburgh Pirates,Colorado Rockies,-189,158,https://fantasydata.com/mlb/colorado-rockies-odds
823631,2026-05-13,New York Mets,Detroit Tigers,-118,100,https://fantasydata.com/mlb/detroit-tigers-odds
823710,2026-05-13,Minnesota Twins,Miami Marlins,110,-130,https://fantasydata.com/mlb/miami-marlins-odds
823791,2026-05-13,Milwaukee Brewers,San Diego Padres,-160,135,https://fantasydata.com/mlb/milwaukee-brewers-odds
823952,2026-05-13,Los Angeles Dodgers,San Francisco Giants,-252,208,https://fantasydata.com/mlb/los-angeles-dodgers-odds
824195,2026-05-13,Houston Astros,Seattle Mariners,115,-135,https://fantasydata.com/mlb/houston-astros-odds
824438,2026-05-13,Cleveland Guardians,Los Angeles Angels,-157,132,https://fantasydata.com/mlb/cleveland-guardians-odds
824519,2026-05-13,Cincinnati Reds,Washington Nationals,-180,151,https://fantasydata.com/mlb/cincinnati-reds-odds
824603,2026-05-13,Chicago White Sox,Kansas City Royals,-104,-115,https://fantasydata.com/mlb/chicago-white-sox-odds
824763,2026-05-13,Boston Red Sox,Philadelphia Phillies,-131,110,https://fantasydata.com/mlb/boston-red-sox-odds
824841,2026-05-13,Baltimore Orioles,New York Yankees,139,-165,https://fantasydata.com/mlb/baltimore-orioles-odds
824928,2026-05-13,Atlanta Braves,Chicago Cubs,115,-136,https://fantasydata.com/mlb/atlanta-braves-odds
825010,2026-05-13,Athletics,St. Louis Cardinals,-144,121,https://fantasydata.com/mlb/athletics-odds
823383,2026-05-14,Pittsburgh Pirates,Colorado Rockies,-181,145,https://fantasydata.com/mlb/colorado-rockies-odds
823630,2026-05-14,New York Mets,Detroit Tigers,-159,134,https://fantasydata.com/mlb/detroit-tigers-odds
823709,2026-05-14,Minnesota Twins,Miami Marlins,-106,-112,https://fantasydata.com/mlb/miami-marlins-odds
823789,2026-05-14,Milwaukee Brewers,San Diego Padres,-144,120,https://fantasydata.com/mlb/milwaukee-brewers-odds
823950,2026-05-14,Los Angeles Dodgers,San Francisco Giants,-173,145,https://fantasydata.com/mlb/los-angeles-dodgers-odds
824196,2026-05-14,Houston Astros,Seattle Mariners,-105,-114,https://fantasydata.com/mlb/houston-astros-odds
824517,2026-05-14,Cincinnati Reds,Washington Nationals,-152,129,https://fantasydata.com/mlb/cincinnati-reds-odds
824602,2026-05-14,Chicago White Sox,Kansas City Royals,115,-136,https://fantasydata.com/mlb/chicago-white-sox-odds
824762,2026-05-14,Boston Red Sox,Philadelphia Phillies,-117,-102,https://fantasydata.com/mlb/boston-red-sox-odds
824926,2026-05-14,Atlanta Braves,Chicago Cubs,-202,169,https://fantasydata.com/mlb/atlanta-braves-odds
825008,2026-05-14,Athletics,St. Louis Cardinals,-123,105,https://fantasydata.com/mlb/athletics-odds
822739,2026-05-15,Washington Nationals,Baltimore Orioles,116,-138,https://fantasydata.com/mlb/baltimore-orioles-odds
822983,2026-05-15,Tampa Bay Rays,Miami Marlins,-122,103,https://fantasydata.com/mlb/miami-marlins-odds
823061,2026-05-15,St. Louis Cardinals,Kansas City Royals,-107,-112,https://fantasydata.com/mlb/kansas-city-royals-odds
823140,2026-05-15,Seattle Mariners,San Diego Padres,-134,113,https://fantasydata.com/mlb/san-diego-padres-odds
823384,2026-05-15,Pittsburgh Pirates,Philadelphia Phillies,-133,113,https://fantasydata.com/mlb/philadelphia-phillies-odds
823629,2026-05-15,New York Mets,New York Yankees,129,-152,https://fantasydata.com/mlb/new-york-mets-odds
823707,2026-05-15,Minnesota Twins,Milwaukee Brewers,-106,-113,https://fantasydata.com/mlb/milwaukee-brewers-odds
824037,2026-05-15,Los Angeles Angels,Los Angeles Dodgers,159,-191,https://fantasydata.com/mlb/los-angeles-angels-odds
824194,2026-05-15,Houston Astros,Texas Rangers,-106,-112,https://fantasydata.com/mlb/houston-astros-odds
824280,2026-05-15,Detroit Tigers,Toronto Blue Jays,108,-127,https://fantasydata.com/mlb/detroit-tigers-odds
824360,2026-05-15,Colorado Rockies,Arizona Diamondbacks,101,-120,https://fantasydata.com/mlb/arizona-diamondbacks-odds
824439,2026-05-15,Cleveland Guardians,Cincinnati Reds,-137,115,https://fantasydata.com/mlb/cincinnati-reds-odds
